SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ELDEHSG, EQ, 01-Feb-2026, 863.70, 870.05, 897.85, 851.00, 880.00, 886.50, 881.09, 165, 1.45, 34, 66, 40.00
ELECON, EQ, 01-Feb-2026, 408.10, 416.00, 417.80, 384.10, 396.15, 394.65, 404.82, 367951, 1489.52, 14877, 118923, 32.32
ELECTCAST, EQ, 01-Feb-2026, 71.12, 70.99, 71.59, 68.43, 69.32, 69.23, 69.75, 1026253, 715.81, 7349, 579913, 56.51
ELECTHERM, EQ, 01-Feb-2026, 802.65, 803.05, 807.40, 767.00, 784.95, 779.90, 782.75, 11434, 89.50, 1366, 6362, 55.64
ELGIEQUIP, EQ, 01-Feb-2026, 431.20, 436.55, 448.60, 431.00, 440.00, 438.75, 440.82, 238240, 1050.20, 9763, 108905, 45.71
ELGIRUBCO, EQ, 01-Feb-2026, 41.33, 41.33, 42.80, 40.20, 41.20, 41.25, 41.45, 3729, 1.55, 168, 2356, 63.18
ELGNZ, SM, 01-Feb-2026, 81.60, 84.00, 84.00, 78.00, 79.95, 79.45, 80.32, 8000, 6.43, 8, 7000, 87.50
ELIN, EQ, 01-Feb-2026, 149.96, 151.98, 156.00, 146.25, 149.99, 148.90, 151.09, 34731, 52.47, 1236, 15517, 44.68
ELIQUID, EQ, 01-Feb-2026, 1016.99, 1020.00, 1020.00, 1017.05, 1017.05, 1017.05, 1018.53, 2, 0.02, 2, 0, 0.00
ELLEN, EQ, 01-Feb-2026, 271.40, 261.00, 268.20, 255.50, 259.00, 260.50, 265.13, 764971, 2028.17, 4680, 658412, 86.07
ELM250, EQ, 01-Feb-2026, 16.19, 16.27, 16.34, 15.92, 16.00, 16.03, 16.10, 419051, 67.47, 227, 410303, 97.91
EMAMILTD, EQ, 01-Feb-2026, 483.80, 487.00, 490.00, 474.40, 475.00, 475.05, 478.46, 157481, 753.48, 9861, 67599, 42.93
EMAMIPAP, EQ, 01-Feb-2026, 83.47, 83.47, 84.49, 80.99, 83.47, 83.99, 83.01, 11385, 9.45, 282, 4696, 41.25
EMAMIREAL, EQ, 01-Feb-2026, 68.81, 68.00, 69.86, 66.00, 68.00, 66.92, 67.51, 2658, 1.79, 78, 2050, 77.13
EMAPARTNER, SM, 01-Feb-2026, 82.15, 81.50, 83.50, 75.50, 80.40, 80.40, 80.88, 24000, 19.41, 6, 24000, 100.00
EMBASSY, RR, 01-Feb-2026, 434.26, 434.26, 440.00, 432.35, 439.75, 439.57, 437.39, 93709, 409.88, 3181, 75038, 80.08
EMBDL, BE, 01-Feb-2026, 66.23, 66.45, 67.88, 63.85, 64.74, 65.27, 65.66, 637131, 418.33, 2217, -, -
EMCURE, EQ, 01-Feb-2026, 1463.80, 1473.80, 1520.00, 1459.90, 1520.00, 1485.30, 1479.86, 99216, 1468.26, 6783, 54238, 54.67
EMIL, EQ, 01-Feb-2026, 91.15, 91.35, 93.60, 88.56, 90.80, 89.67, 91.14, 399572, 364.17, 6042, 158530, 39.67
EMKAY, EQ, 01-Feb-2026, 250.50, 247.00, 249.70, 231.35, 235.00, 237.30, 241.03, 34534, 83.24, 692, 28342, 82.07
EMMBI, EQ, 01-Feb-2026, 93.29, 92.83, 96.70, 91.33, 95.00, 95.00, 93.93, 10624, 9.98, 180, 7117, 66.99
EMMVEE, EQ, 01-Feb-2026, 191.67, 194.70, 195.00, 180.75, 194.00, 192.35, 190.97, 639662, 1221.55, 14167, 263963, 41.27
EMSLIMITED, EQ, 01-Feb-2026, 334.80, 334.10, 356.00, 331.35, 336.50, 337.40, 344.09, 208197, 716.38, 8643, 59006, 28.34
EMUDHRA, EQ, 01-Feb-2026, 534.60, 537.40, 537.40, 513.25, 517.00, 519.70, 523.92, 34327, 179.85, 2682, 15692, 45.71
EMULTIMQ, EQ, 01-Feb-2026, 40.71, 41.21, 41.40, 38.74, 39.90, 39.45, 39.57, 157478, 62.31, 959, 120642, 76.61
ENCOMPAS, SM, 01-Feb-2026, 208.70, 213.95, 213.95, 207.15, 212.00, 212.00, 213.58, 48000, 102.52, 7, 46800, 97.50
ENDURANCE, EQ, 01-Feb-2026, 2426.80, 2436.10, 2450.50, 2380.00, 2430.80, 2435.20, 2414.26, 17054, 411.73, 3509, 8354, 48.99
ENERGY, EQ, 01-Feb-2026, 35.15, 35.85, 35.85, 33.78, 33.94, 34.05, 35.00, 653171, 228.62, 2056, 548156, 83.92
ENERGYDEV, BE, 01-Feb-2026, 17.65, 17.20, 17.96, 17.01, 17.20, 17.25, 17.25, 28134, 4.85, 207, -, -
ENGINERSIN, EQ, 01-Feb-2026, 172.47, 173.40, 175.70, 167.21, 168.00, 168.69, 171.40, 1456801, 2497.00, 20638, 538335, 36.95
ENIFTY, EQ, 01-Feb-2026, 25.44, 25.45, 25.48, 24.73, 25.35, 25.31, 24.89, 69337, 17.26, 81, 7605, 10.97
ENIL, EQ, 01-Feb-2026, 115.10, 114.05, 114.99, 110.00, 111.99, 111.46, 112.35, 10940, 12.29, 379, 6702, 61.26
ENRIN, EQ, 01-Feb-2026, 2487.20, 2494.00, 2532.00, 2403.90, 2460.00, 2473.00, 2478.25, 126631, 3138.23, 12751, 45413, 35.86
ENSER, SM, 01-Feb-2026, 13.40, 12.50, 12.85, 11.35, 12.85, 12.85, 12.10, 25000, 3.03, 5, 10000, 40.00
ENTERO, EQ, 01-Feb-2026, 1104.90, 1133.00, 1187.50, 1110.00, 1121.00, 1154.70, 1146.60, 76025, 871.71, 5651, 26517, 34.88
ENVIRO, SM, 01-Feb-2026, 90.55, 90.00, 95.50, 90.00, 95.50, 95.50, 93.25, 13000, 12.12, 13, 13000, 100.00
EPACK, EQ, 01-Feb-2026, 226.30, 228.59, 238.04, 225.50, 232.70, 232.60, 233.13, 599146, 1396.79, 11992, 159170, 26.57
EPACKPEB, EQ, 01-Feb-2026, 206.65, 207.79, 207.79, 196.32, 196.32, 197.00, 199.94, 449352, 898.41, 6038, 214342, 47.70
EPIGRAL, EQ, 01-Feb-2026, 1043.10, 1043.10, 1043.10, 955.00, 960.00, 964.50, 991.08, 111088, 1100.97, 6161, 65809, 59.24
EPL, EQ, 01-Feb-2026, 191.93, 192.10, 196.25, 192.02, 193.96, 193.19, 193.67, 111045, 215.06, 3359, 48097, 43.31
EPWINDIA, SM, 01-Feb-2026, 100.00, 100.00, 100.00, 99.95, 100.00, 100.00, 100.00, 13200, 13.20, 6, 13200, 100.00
EQUAL200, EQ, 01-Feb-2026, 13.05, 13.05, 13.10, 12.67, 12.77, 12.77, 12.95, 43082, 5.58, 161, 33202, 77.07
EQUAL50, EQ, 01-Feb-2026, 329.80, 328.53, 330.44, 320.00, 321.44, 321.78, 322.66, 13285, 42.87, 61, 1977, 14.88
EQUAL50ADD, EQ, 01-Feb-2026, 339.69, 341.38, 355.00, 329.82, 338.88, 347.25, 336.22, 21570, 72.52, 423, 10250, 47.52
EQUIPPP, BE, 01-Feb-2026, 17.60, 16.90, 18.20, 16.90, 18.13, 18.13, 17.87, 4545, 0.81, 32, -, -
EQUITASBNK, EQ, 01-Feb-2026, 70.11, 70.11, 70.49, 66.39, 69.50, 68.93, 68.92, 2945352, 2029.94, 12549, 1659800, 56.35
ERIS, EQ, 01-Feb-2026, 1375.50, 1374.50, 1399.50, 1369.70, 1391.00, 1385.30, 1386.89, 14407, 199.81, 2337, 6947, 48.22
ESABINDIA, EQ, 01-Feb-2026, 5572.50, 5431.00, 5596.00, 5431.00, 5550.00, 5536.50, 5525.96, 1011, 55.87, 371, 582, 57.57
ESAFSFB, EQ, 01-Feb-2026, 29.32, 29.99, 30.30, 28.50, 29.00, 28.91, 29.43, 752028, 221.35, 3085, 479874, 63.81
ESCONET, SM, 01-Feb-2026, 119.65, 124.80, 125.60, 118.75, 125.60, 125.35, 123.86, 20000, 24.77, 38, 17600, 88.00
ESCORTS, EQ, 01-Feb-2026, 3380.80, 3401.10, 3501.00, 3401.10, 3485.10, 3489.20, 3463.89, 102779, 3560.15, 10665, 35103, 34.15
ESENSEX, EQ, 01-Feb-2026, 82.65, 82.63, 82.63, 81.00, 82.22, 82.22, 81.87, 411, 0.34, 17, 408, 99.27
ESFL, SM, 01-Feb-2026, 149.55, 145.05, 145.85, 142.10, 142.10, 142.10, 142.82, 65160, 93.06, 112, 46800, 71.82
ESG, EQ, 01-Feb-2026, 43.11, 43.10, 43.23, 41.95, 42.25, 42.40, 42.60, 4628, 1.97, 164, 3656, 79.00
ESILVER, EQ, 01-Feb-2026, 297.11, 299.71, 299.71, 263.26, 263.26, 263.26, 267.57, 32112, 85.92, 805, 30515, 95.03
ESPRIT, SM, 01-Feb-2026, 70.00, 69.00, 69.00, 67.00, 67.00, 67.50, 68.13, 6400, 4.36, 4, 6400, 100.00
ESSARSHPNG, EQ, 01-Feb-2026, 26.90, 27.97, 29.36, 26.12, 26.30, 26.43, 28.00, 376055, 105.29, 2341, 185792, 49.41
ESSENTIA, EQ, 01-Feb-2026, 1.72, 1.86, 1.86, 1.61, 1.64, 1.64, 1.75, 3356539, 58.58, 2593, 2217163, 66.06
ESTER, EQ, 01-Feb-2026, 95.26, 95.00, 96.30, 94.96, 94.96, 95.00, 95.17, 23085, 21.97, 370, 16203, 70.19
ETERNAL, EQ, 01-Feb-2026, 273.60, 274.00, 277.15, 258.40, 268.50, 269.55, 270.30, 20257153, 54754.78, 124696, 9243178, 45.63
ETHOSLTD, EQ, 01-Feb-2026, 2552.40, 2550.00, 2550.00, 2462.10, 2514.00, 2511.20, 2498.04, 13361, 333.76, 2825, 8742, 65.43
ETL, SM, 01-Feb-2026, 822.05, 816.25, 825.70, 816.25, 825.70, 825.70, 822.55, 450, 3.70, 2, 450, 100.00
ETML, SM, 01-Feb-2026, 92.00, 95.95, 101.00, 91.40, 94.95, 94.95, 95.79, 14400, 13.79, 12, 6000, 41.67
EUREKAFORB, EQ, 01-Feb-2026, 544.30, 547.95, 552.00, 538.95, 540.00, 540.20, 543.43, 37722, 204.99, 3867, 18613, 49.34
EUROBOND, EQ, 01-Feb-2026, 175.44, 185.00, 185.00, 169.99, 171.93, 170.60, 172.14, 5735, 9.87, 164, 4357, 75.97
EUROPRATIK, EQ, 01-Feb-2026, 219.20, 226.50, 263.04, 221.76, 263.00, 247.24, 243.04, 4443583, 10799.79, 61311, 219792, 4.95
EUROTEXIND, BE, 01-Feb-2026, 13.64, 13.64, 14.25, 12.96, 13.20, 13.20, 13.57, 1138, 0.15, 15, -, -
EVEREADY, EQ, 01-Feb-2026, 336.80, 336.95, 336.95, 318.00, 320.00, 320.45, 322.67, 74046, 238.92, 2961, 31269, 42.23
EVERESTIND, EQ, 01-Feb-2026, 433.20, 433.25, 438.80, 408.00, 415.00, 411.30, 420.86, 4627, 19.47, 447, 2170, 46.90
EVIETF, EQ, 01-Feb-2026, 29.67, 30.19, 30.28, 28.50, 29.40, 29.25, 29.68, 202493, 60.10, 1374, 110653, 54.65
EVINDIA, EQ, 01-Feb-2026, 29.64, 29.64, 30.39, 28.75, 29.12, 29.16, 29.46, 308751, 90.97, 2854, 183236, 59.35
EXCEL, EQ, 01-Feb-2026, 1.20, 1.21, 1.26, 1.21, 1.26, 1.26, 1.26, 2159180, 27.13, 482, 1786688, 82.75
EXCELINDUS, EQ, 01-Feb-2026, 942.50, 934.50, 942.50, 926.05, 926.05, 930.10, 933.54, 2006, 18.73, 265, 1554, 77.47
EXCELLENT, ST, 01-Feb-2026, 65.25, 63.15, 65.30, 62.00, 65.30, 63.65, 62.71, 12800, 8.03, 8, 11200, 87.50
EXCELSOFT, EQ, 01-Feb-2026, 69.76, 69.95, 71.16, 68.06, 70.70, 70.23, 70.00, 739534, 517.66, 6080, 177186, 23.96
EXICOM, EQ, 01-Feb-2026, 99.46, 99.98, 102.45, 95.35, 96.00, 97.46, 99.98, 300888, 300.83, 4708, 131830, 43.81
EXIDEIND, EQ, 01-Feb-2026, 321.60, 324.00, 325.95, 311.50, 316.80, 316.65, 320.42, 1610776, 5161.17, 30268, 534708, 33.20
EXIMROUTES, ST, 01-Feb-2026, 225.05, 213.80, 215.00, 213.80, 213.80, 213.80, 213.86, 40000, 85.55, 14, 40000, 100.00
EXPLEOSOL, EQ, 01-Feb-2026, 908.30, 894.70, 913.50, 890.00, 895.00, 896.10, 899.45, 14758, 132.74, 592, 13642, 92.44
EXXARO, BE, 01-Feb-2026, 7.17, 7.46, 7.46, 7.10, 7.20, 7.20, 7.26, 83901, 6.09, 214, -, -
FABTECH, EQ, 01-Feb-2026, 162.93, 162.93, 165.00, 158.72, 162.30, 162.79, 162.66, 136204, 221.55, 3842, 59522, 43.70
FACT, EQ, 01-Feb-2026, 816.75, 823.05, 838.00, 775.00, 776.80, 780.00, 814.04, 205699, 1674.48, 15159, 49329, 23.98
FAIRCHEMOR, EQ, 01-Feb-2026, 649.55, 648.60, 652.60, 610.00, 615.00, 621.20, 625.47, 7207, 45.08, 928, 3705, 51.41
FALCONTECH, SM, 01-Feb-2026, 15.15, 15.90, 15.90, 15.50, 15.85, 15.65, 15.81, 9600, 1.52, 8, 7200, 75.00
FAZE3Q, EQ, 01-Feb-2026, 374.30, 376.95, 410.00, 360.50, 362.30, 368.80, 392.89, 107022, 420.47, 5854, 28518, 26.65
FCL, EQ, 01-Feb-2026, 22.32, 22.27, 23.30, 22.02, 22.30, 22.28, 22.60, 1295270, 292.73, 6010, 566595, 43.74
FCSSOFT, EQ, 01-Feb-2026, 1.55, 1.59, 1.65, 1.54, 1.62, 1.62, 1.61, 2623775, 42.17, 95600, 1456436, 55.51
FDC, EQ, 01-Feb-2026, 377.75, 374.55, 380.25, 366.15, 377.05, 377.95, 374.01, 38938, 145.63, 2090, 19187, 49.28
FEDERALBNK, EQ, 01-Feb-2026, 287.75, 288.55, 288.80, 281.25, 285.25, 285.10, 285.44, 3155061, 9005.91, 39232, 1388611, 44.01
FEDFINA, EQ, 01-Feb-2026, 152.52, 152.52, 152.94, 139.56, 141.49, 141.78, 142.47, 2425066, 3455.03, 22233, 1186416, 48.92
FEL, BZ, 01-Feb-2026, 0.45, 0.45, 0.46, 0.44, 0.44, 0.44, 0.45, 295836, 1.32, 206, -, -
FELDVR, BZ, 01-Feb-2026, 2.95, 2.81, 3.09, 2.81, 2.81, 2.81, 2.85, 2948, 0.08, 30, -, -
FELIX, SM, 01-Feb-2026, 193.00, 193.00, 197.25, 193.00, 194.00, 193.25, 194.31, 21500, 41.78, 39, 17500, 81.40
FIBERWEB, EQ, 01-Feb-2026, 38.35, 39.35, 40.99, 38.64, 39.30, 39.56, 39.51, 85862, 33.93, 650, 67608, 78.74
FICRF3GP, MF, 01-Feb-2026, 95.00, 103.00, 103.00, 103.00, 103.00, 103.00, 103.00, 1, 0.00, 1, 1, 100.00
FIDEL, SM, 01-Feb-2026, 139.00, 130.00, 134.00, 130.00, 134.00, 134.00, 132.01, 4000, 5.28, 4, 3000, 75.00
FIEMIND, EQ, 01-Feb-2026, 2170.30, 2170.30, 2196.60, 2113.30, 2129.90, 2131.80, 2166.02, 27821, 602.61, 4685, 10179, 36.59
FILATEX, EQ, 01-Feb-2026, 45.96, 45.96, 48.66, 44.75, 47.70, 47.51, 46.89, 665417, 312.00, 4550, 194259, 29.19
FILATFASH, EQ, 01-Feb-2026, 0.29, 0.30, 0.31, 0.28, 0.29, 0.29, 0.30, 56275057, 167.07, 4674, 21030899, 37.37
FINBUD, SM, 01-Feb-2026, 113.30, 110.60, 111.05, 110.00, 110.00, 110.90, 110.85, 16000, 17.74, 9, 15000, 93.75
FINCABLES, EQ, 01-Feb-2026, 722.25, 722.25, 739.00, 711.85, 720.10, 721.50, 728.55, 92260, 672.16, 10989, 29560, 32.04
FINEORG, EQ, 01-Feb-2026, 4243.30, 4240.00, 4271.20, 4140.00, 4140.00, 4166.30, 4191.86, 3948, 165.49, 1796, 2272, 57.55
FINIETF, EQ, 01-Feb-2026, 31.53, 31.71, 31.71, 29.99, 30.54, 30.61, 30.92, 1034556, 319.91, 4286, 820387, 79.30
FINKURVE, EQ, 01-Feb-2026, 81.95, 81.95, 88.68, 78.60, 82.05, 84.20, 81.07, 26205, 21.24, 1285, 5181, 19.77
FINOPB, EQ, 01-Feb-2026, 216.25, 213.00, 218.25, 210.00, 211.99, 212.39, 213.89, 90008, 192.52, 2228, 40796, 45.32
FINPIPE, EQ, 01-Feb-2026, 176.43, 176.99, 181.70, 171.90, 175.35, 174.99, 176.38, 412873, 728.21, 9555, 128694, 31.17
FIRSTCRY, EQ, 01-Feb-2026, 276.60, 276.60, 277.65, 260.55, 264.00, 263.45, 269.52, 237501, 640.11, 8368, 62549, 26.34
FISCHER, EQ, 01-Feb-2026, 38.51, 39.70, 40.39, 37.00, 37.14, 37.53, 39.09, 1749375, 683.76, 3659, 628497, 35.93
FIVESTAR, EQ, 01-Feb-2026, 455.95, 458.25, 467.70, 445.85, 455.00, 454.25, 458.48, 570433, 2615.33, 18572, 179169, 31.41
FLAIR, EQ, 01-Feb-2026, 300.45, 303.95, 304.05, 297.20, 297.20, 298.15, 300.69, 33521, 100.80, 622, 7681, 22.91
FLEXIADD, EQ, 01-Feb-2026, 10.46, 10.72, 10.72, 10.16, 10.37, 10.37, 10.35, 143176, 14.81, 570, 106796, 74.59
FLEXITUFF, EQ, 01-Feb-2026, 10.71, 10.60, 11.05, 10.26, 10.70, 10.69, 10.60, 854, 0.09, 28, 549, 64.29
FLFL, BZ, 01-Feb-2026, 1.25, 1.25, 1.25, 1.19, 1.24, 1.23, 1.20, 77578, 0.93, 129, -, -
FLUOROCHEM, EQ, 01-Feb-2026, 3053.50, 3079.80, 3079.80, 2929.20, 2950.80, 2970.00, 3000.58, 18046, 541.49, 3406, 7207, 39.94
FLYSBS, SM, 01-Feb-2026, 443.95, 455.00, 466.10, 455.00, 466.10, 466.10, 465.17, 50400, 234.45, 166, 37000, 73.41
FMCGIETF, EQ, 01-Feb-2026, 54.78, 54.88, 54.89, 53.59, 53.87, 53.81, 54.32, 3713237, 2017.10, 11261, 2497908, 67.27
FMGOETZE, EQ, 01-Feb-2026, 431.85, 432.30, 436.70, 424.05, 424.05, 426.15, 430.56, 27503, 118.42, 1174, 16113, 58.59
FMNL, EQ, 01-Feb-2026, 8.71, 8.50, 8.79, 8.28, 8.28, 8.28, 8.41, 27331, 2.30, 143, 15331, 56.09
FOCUS, EQ, 01-Feb-2026, 68.38, 68.56, 71.68, 66.14, 67.37, 67.78, 69.22, 28409, 19.66, 1495, 12763, 44.93
FONEBOX, ST, 01-Feb-2026, 76.00, 76.00, 76.00, 76.00, 76.00, 76.00, 76.00, 1000, 0.76, 1, 1000, 100.00
FOODSIN, EQ, 01-Feb-2026, 60.05, 60.80, 60.80, 59.00, 59.63, 59.63, 59.82, 19517, 11.68, 627, 10421, 53.39
FORCAS, SM, 01-Feb-2026, 112.40, 109.50, 109.50, 109.50, 109.50, 109.50, 109.50, 1600, 1.75, 1, 1600, 100.00
FORCEMOT, EQ, 01-Feb-2026, 19195.00, 19500.00, 19502.00, 18500.00, 18990.00, 18780.00, 19054.24, 29380, 5598.13, 11440, 7188, 24.47
FORGEAUTO, SM, 01-Feb-2026, 97.65, 93.50, 93.50, 92.80, 92.80, 92.80, 93.03, 4800, 4.47, 4, 3600, 75.00
FORTIS, EQ, 01-Feb-2026, 851.50, 857.00, 868.30, 827.80, 833.75, 832.80, 849.09, 364148, 3091.95, 13220, 77469, 21.27
FOSECOIND, EQ, 01-Feb-2026, 4491.80, 4431.20, 4488.90, 4332.10, 4350.00, 4386.30, 4424.72, 657, 29.07, 248, 351, 53.42
FRESHARA, SM, 01-Feb-2026, 182.95, 185.00, 187.95, 178.00, 179.25, 180.75, 183.97, 57600, 105.97, 76, 30600, 53.13
FROG, SM, 01-Feb-2026, 149.70, 149.70, 149.70, 142.60, 142.60, 142.85, 145.14, 2800, 4.06, 7, 2400, 85.71
FSL, EQ, 01-Feb-2026, 319.85, 322.00, 322.00, 304.40, 311.00, 310.70, 312.99, 343228, 1074.27, 15991, 87416, 25.47
FUSION, EQ, 01-Feb-2026, 183.37, 183.30, 184.75, 178.00, 180.50, 178.97, 180.65, 261290, 472.02, 3469, 179949, 68.87
GABRIEL, EQ, 01-Feb-2026, 933.40, 945.00, 945.00, 894.25, 919.00, 919.75, 919.03, 133646, 1228.25, 13384, 54571, 40.83
GAEL, EQ, 01-Feb-2026, 141.01, 140.00, 143.80, 127.29, 136.50, 137.61, 135.72, 3458333, 4693.60, 31440, 1467293, 42.43
GAIL, EQ, 01-Feb-2026, 167.29, 165.00, 166.69, 158.86, 162.49, 162.42, 163.45, 11783930, 19260.88, 78450, 4244568, 36.02
GAJANAND, SM, 01-Feb-2026, 10.10, 10.00, 10.00, 9.25, 9.25, 9.25, 9.43, 15000, 1.41, 5, 15000, 100.00
GALAPREC, EQ, 01-Feb-2026, 715.50, 735.00, 858.60, 718.75, 845.00, 841.95, 819.29, 556017, 4555.40, 21846, 92295, 16.60
GALAXYSURF, EQ, 01-Feb-2026, 1813.70, 1813.70, 1863.30, 1806.10, 1840.00, 1829.00, 1831.26, 3781, 69.24, 828, 2003, 52.98
GALLANTT, EQ, 01-Feb-2026, 520.15, 524.15, 524.15, 512.60, 518.10, 516.70, 517.51, 17801, 92.12, 1271, 8556, 48.06
GANDHAR, EQ, 01-Feb-2026, 149.82, 150.01, 150.50, 142.00, 142.00, 142.87, 145.54, 235306, 342.47, 4934, 89881, 38.20
GANDHITUBE, EQ, 01-Feb-2026, 733.60, 706.50, 738.85, 685.00, 685.40, 700.35, 714.74, 3782, 27.03, 518, 1914, 50.61
GANECOS, EQ, 01-Feb-2026, 685.20, 685.20, 726.00, 685.20, 702.00, 713.35, 712.71, 67904, 483.96, 5927, 21050, 31.00
GANESHBE, EQ, 01-Feb-2026, 72.70, 72.86, 72.86, 69.85, 70.01, 70.09, 70.44, 70670, 49.78, 1056, 39869, 56.42
GANESHCP, EQ, 01-Feb-2026, 194.40, 193.86, 201.30, 193.05, 200.00, 200.64, 198.49, 34752, 68.98, 1033, 17837, 51.33
GANESHHOU, EQ, 01-Feb-2026, 730.70, 727.05, 772.60, 722.75, 733.00, 738.75, 748.39, 69123, 517.31, 4628, 27156, 39.29
GANESHIN, SM, 01-Feb-2026, 108.35, 113.75, 113.75, 108.05, 111.00, 110.05, 112.18, 445600, 499.87, 324, 275200, 61.76
GANGABATH, SM, 01-Feb-2026, 18.20, 18.20, 18.60, 18.20, 18.50, 18.50, 18.47, 18000, 3.32, 6, 15000, 83.33
GANGAFORGE, EQ, 01-Feb-2026, 3.35, 3.42, 3.55, 3.28, 3.40, 3.36, 3.44, 543372, 18.72, 777, 252467, 46.46
GANGESSECU, EQ, 01-Feb-2026, 119.10, 122.01, 124.00, 117.00, 124.00, 122.56, 120.95, 3525, 4.26, 133, 1304, 36.99
GARFIBRES, EQ, 01-Feb-2026, 654.60, 651.35, 695.80, 622.70, 623.05, 634.65, 669.03, 58942, 394.34, 5500, 14627, 24.82
GARUDA, EQ, 01-Feb-2026, 154.88, 156.64, 170.96, 151.19, 156.99, 157.20, 162.48, 2557885, 4156.04, 36461, 330996, 12.94
GATECH, EQ, 01-Feb-2026, 0.50, 0.52, 0.54, 0.51, 0.53, 0.52, 0.52, 9191345, 48.06, 2202, 3801326, 41.36
GATECHDVR, EQ, 01-Feb-2026, 0.44, 0.46, 0.46, 0.44, 0.45, 0.45, 0.45, 321560, 1.46, 306, 259006, 80.55
GATEWAY, EQ, 01-Feb-2026, 58.60, 58.67, 59.75, 57.50, 57.68, 57.91, 58.13, 684930, 398.12, 4856, 380128, 55.50
GAYAHWS, EQ, 01-Feb-2026, 1.97, 2.06, 2.06, 2.06, 2.06, 2.06, 2.06, 54138, 1.12, 126, 54138, 100.00
GCHOTELS, SM, 01-Feb-2026, 134.95, 142.00, 142.00, 130.30, 130.30, 130.35, 134.98, 2400, 3.24, 4, 2400, 100.00
GCSL, BE, 01-Feb-2026, 281.65, 280.25, 295.70, 280.25, 295.70, 295.70, 295.36, 3716, 10.98, 11, -, -
GEECEE, EQ, 01-Feb-2026, 308.55, 305.45, 310.70, 305.00, 305.60, 306.35, 307.00, 548, 1.68, 29, 456, 83.21
GEEKAYWIRE, EQ, 01-Feb-2026, 27.99, 28.30, 32.55, 28.13, 31.90, 30.40, 29.47, 72131, 21.26, 665, 49337, 68.40
GEMAROMA, EQ, 01-Feb-2026, 167.60, 169.93, 171.74, 165.00, 169.50, 170.08, 167.84, 179126, 300.65, 2144, 58312, 32.55
GENCON, EQ, 01-Feb-2026, 51.01, 50.65, 51.79, 50.15, 51.10, 51.10, 51.30, 571086, 292.98, 1629, 236694, 41.45
GENESYS, EQ, 01-Feb-2026, 312.00, 310.00, 316.60, 301.10, 306.60, 310.05, 311.61, 180745, 563.22, 5825, 64354, 35.60
GENSOL, BZ, 01-Feb-2026, 27.97, 29.36, 29.36, 29.36, 29.36, 29.36, 29.36, 76092, 22.34, 438, -, -
GENUSPAPER, EQ, 01-Feb-2026, 11.70, 11.41, 12.29, 11.41, 11.70, 11.67, 11.73, 74658, 8.76, 385, 39289, 52.63
GENUSPOWER, EQ, 01-Feb-2026, 282.70, 285.00, 285.00, 267.50, 270.00, 270.80, 277.27, 298752, 828.35, 9201, 153176, 51.27
GEOJITFSL, EQ, 01-Feb-2026, 67.81, 67.48, 69.69, 66.56, 69.00, 68.29, 68.00, 758077, 515.50, 4510, 394396, 52.03
GESHIP, EQ, 01-Feb-2026, 1202.40, 1215.00, 1219.90, 1125.00, 1174.40, 1192.90, 1183.34, 334493, 3958.18, 22092, 115304, 34.47
GFLLIMITED, EQ, 01-Feb-2026, 48.31, 48.55, 49.77, 47.05, 48.05, 48.47, 48.52, 33434, 16.22, 1310, 13208, 39.50
GGBL, SM, 01-Feb-2026, 231.70, 235.60, 239.80, 230.00, 237.45, 234.35, 234.08, 16200, 37.92, 48, 10200, 62.96
GHCL, EQ, 01-Feb-2026, 530.70, 527.00, 531.30, 516.20, 524.85, 523.35, 523.08, 32362, 169.28, 2091, 18467, 57.06
GHCLTEXTIL, EQ, 01-Feb-2026, 76.28, 77.99, 79.67, 73.00, 73.10, 74.29, 76.84, 177641, 136.49, 1721, 95969, 54.02
GICHSGFIN, EQ, 01-Feb-2026, 162.29, 163.13, 165.86, 161.00, 161.50, 161.55, 162.85, 61224, 99.70, 1232, 28900, 47.20
GICL, ST, 01-Feb-2026, 44.10, 44.00, 44.50, 43.00, 43.00, 43.10, 43.36, 84000, 36.42, 21, 84000, 100.00
GICRE, EQ, 01-Feb-2026, 378.05, 378.05, 381.50, 373.40, 377.00, 376.90, 378.83, 369292, 1399.01, 9589, 186260, 50.44
GILLANDERS, EQ, 01-Feb-2026, 88.72, 91.01, 100.00, 86.70, 89.00, 88.86, 90.44, 11573, 10.47, 160, 8746, 75.57
GILLETTE, EQ, 01-Feb-2026, 8799.50, 8750.00, 8850.00, 8604.00, 8668.50, 8717.00, 8696.72, 23831, 2072.52, 6771, 11073, 46.46
GILT10BETA, EQ, 01-Feb-2026, 25.84, 25.79, 26.08, 25.79, 25.79, 25.80, 25.95, 875, 0.23, 47, 847, 96.80
GILT5BETA, EQ, 01-Feb-2026, 63.48, 63.76, 63.76, 63.39, 63.69, 63.69, 63.69, 2127, 1.35, 12, 2073, 97.46
GILT5YBEES, EQ, 01-Feb-2026, 63.74, 64.15, 64.79, 63.47, 63.48, 63.53, 63.90, 234622, 149.93, 1037, 149422, 63.69
